date_id,full_date,year,quarter,month,month_name,day,day_of_year,day_of_week,week_of_year,day_name,quarter_name,month_abbr,year_month
20210830,2021-08-30,2021,3,8,August,30,242,1,35,Monday,Q3,Aug,2021-08
20210831,2021-08-31,2021,3,8,August,31,243,2,35,Tuesday,Q3,Aug,2021-08
20210901,2021-09-01,2021,3,9,September,1,244,3,35,Wednesday,Q3,Sep,2021-09
20210902,2021-09-02,2021,3,9,September,2,245,4,35,Thursday,Q3,Sep,2021-09
20210903,2021-09-03,2021,3,9,September,3,246,5,35,Friday,Q3,Sep,2021-09
20210904,2021-09-04,2021,3,9,September,4,247,6,35,Saturday,Q3,Sep,2021-09
20210905,2021-09-05,2021,3,9,September,5,248,7,35,Sunday,Q3,Sep,2021-09
20210906,2021-09-06,2021,3,9,September,6,249,1,36,Monday,Q3,Sep,2021-09
20210907,2021-09-07,2021,3,9,September,7,250,2,36,Tuesday,Q3,Sep,2021-09
20210908,2021-09-08,2021,3,9,September,8,251,3,36,Wednesday,Q3,Sep,2021-09
20210909,2021-09-09,2021,3,9,September,9,252,4,36,Thursday,Q3,Sep,2021-09
20210910,2021-09-10,2021,3,9,September,10,253,5,36,Friday,Q3,Sep,2021-09
20210911,2021-09-11,2021,3,9,September,11,254,6,36,Saturday,Q3,Sep,2021-09
20210912,2021-09-12,2021,3,9,September,12,255,7,36,Sunday,Q3,Sep,2021-09
20210913,2021-09-13,2021,3,9,September,13,256,1,37,Monday,Q3,Sep,2021-09
20210914,2021-09-14,2021,3,9,September,14,257,2,37,Tuesday,Q3,Sep,2021-09
20210915,2021-09-15,2021,3,9,September,15,258,3,37,Wednesday,Q3,Sep,2021-09
20210916,2021-09-16,2021,3,9,September,16,259,4,37,Thursday,Q3,Sep,2021-09
20210917,2021-09-17,2021,3,9,September,17,260,5,37,Friday,Q3,Sep,2021-09
20210918,2021-09-18,2021,3,9,September,18,261,6,37,Saturday,Q3,Sep,2021-09
20210919,2021-09-19,2021,3,9,September,19,262,7,37,Sunday,Q3,Sep,2021-09
20210920,2021-09-20,2021,3,9,September,20,263,1,38,Monday,Q3,Sep,2021-09
20210921,2021-09-21,2021,3,9,September,21,264,2,38,Tuesday,Q3,Sep,2021-09
20210922,2021-09-22,2021,3,9,September,22,265,3,38,Wednesday,Q3,Sep,2021-09
20210923,2021-09-23,2021,3,9,September,23,266,4,38,Thursday,Q3,Sep,2021-09
20210924,2021-09-24,2021,3,9,September,24,267,5,38,Friday,Q3,Sep,2021-09
20210925,2021-09-25,2021,3,9,September,25,268,6,38,Saturday,Q3,Sep,2021-09
20210926,2021-09-26,2021,3,9,September,26,269,7,38,Sunday,Q3,Sep,2021-09
20210927,2021-09-27,2021,3,9,September,27,270,1,39,Monday,Q3,Sep,2021-09
20210928,2021-09-28,2021,3,9,September,28,271,2,39,Tuesday,Q3,Sep,2021-09
20210929,2021-09-29,2021,3,9,September,29,272,3,39,Wednesday,Q3,Sep,2021-09
20210930,2021-09-30,2021,3,9,September,30,273,4,39,Thursday,Q3,Sep,2021-09
20211001,2021-10-01,2021,4,10,October,1,274,5,39,Friday,Q4,Oct,2021-10
20211002,2021-10-02,2021,4,10,October,2,275,6,39,Saturday,Q4,Oct,2021-10
20211003,2021-10-03,2021,4,10,October,3,276,7,39,Sunday,Q4,Oct,2021-10
20211004,2021-10-04,2021,4,10,October,4,277,1,40,Monday,Q4,Oct,2021-10
20211005,2021-10-05,2021,4,10,October,5,278,2,40,Tuesday,Q4,Oct,2021-10
20211006,2021-10-06,2021,4,10,October,6,279,3,40,Wednesday,Q4,Oct,2021-10
20211007,2021-10-07,2021,4,10,October,7,280,4,40,Thursday,Q4,Oct,2021-10
20211008,2021-10-08,2021,4,10,October,8,281,5,40,Friday,Q4,Oct,2021-10
20211009,2021-10-09,2021,4,10,October,9,282,6,40,Saturday,Q4,Oct,2021-10
20211010,2021-10-10,2021,4,10,October,10,283,7,40,Sunday,Q4,Oct,2021-10
20211011,2021-10-11,2021,4,10,October,11,284,1,41,Monday,Q4,Oct,2021-10
20211012,2021-10-12,2021,4,10,October,12,285,2,41,Tuesday,Q4,Oct,2021-10
20211013,2021-10-13,2021,4,10,October,13,286,3,41,Wednesday,Q4,Oct,2021-10
20211014,2021-10-14,2021,4,10,October,14,287,4,41,Thursday,Q4,Oct,2021-10
20211015,2021-10-15,2021,4,10,October,15,288,5,41,Friday,Q4,Oct,2021-10
20211016,2021-10-16,2021,4,10,October,16,289,6,41,Saturday,Q4,Oct,2021-10
20211017,2021-10-17,2021,4,10,October,17,290,7,41,Sunday,Q4,Oct,2021-10
20211018,2021-10-18,2021,4,10,October,18,291,1,42,Monday,Q4,Oct,2021-10
20211019,2021-10-19,2021,4,10,October,19,292,2,42,Tuesday,Q4,Oct,2021-10
20211020,2021-10-20,2021,4,10,October,20,293,3,42,Wednesday,Q4,Oct,2021-10
20211021,2021-10-21,2021,4,10,October,21,294,4,42,Thursday,Q4,Oct,2021-10
20211022,2021-10-22,2021,4,10,October,22,295,5,42,Friday,Q4,Oct,2021-10
20211023,2021-10-23,2021,4,10,October,23,296,6,42,Saturday,Q4,Oct,2021-10
20211024,2021-10-24,2021,4,10,October,24,297,7,42,Sunday,Q4,Oct,2021-10
20211025,2021-10-25,2021,4,10,October,25,298,1,43,Monday,Q4,Oct,2021-10
20211026,2021-10-26,2021,4,10,October,26,299,2,43,Tuesday,Q4,Oct,2021-10
20211027,2021-10-27,2021,4,10,October,27,300,3,43,Wednesday,Q4,Oct,2021-10
20211028,2021-10-28,2021,4,10,October,28,301,4,43,Thursday,Q4,Oct,2021-10
20211029,2021-10-29,2021,4,10,October,29,302,5,43,Friday,Q4,Oct,2021-10
20211030,2021-10-30,2021,4,10,October,30,303,6,43,Saturday,Q4,Oct,2021-10
20211031,2021-10-31,2021,4,10,October,31,304,7,43,Sunday,Q4,Oct,2021-10
20211101,2021-11-01,2021,4,11,November,1,305,1,44,Monday,Q4,Nov,2021-11
20211102,2021-11-02,2021,4,11,November,2,306,2,44,Tuesday,Q4,Nov,2021-11
20211103,2021-11-03,2021,4,11,November,3,307,3,44,Wednesday,Q4,Nov,2021-11
20211104,2021-11-04,2021,4,11,November,4,308,4,44,Thursday,Q4,Nov,2021-11
20211105,2021-11-05,2021,4,11,November,5,309,5,44,Friday,Q4,Nov,2021-11
20211106,2021-11-06,2021,4,11,November,6,310,6,44,Saturday,Q4,Nov,2021-11
20211107,2021-11-07,2021,4,11,November,7,311,7,44,Sunday,Q4,Nov,2021-11
20211108,2021-11-08,2021,4,11,November,8,312,1,45,Monday,Q4,Nov,2021-11
20211109,2021-11-09,2021,4,11,November,9,313,2,45,Tuesday,Q4,Nov,2021-11
20211110,2021-11-10,2021,4,11,November,10,314,3,45,Wednesday,Q4,Nov,2021-11
20211111,2021-11-11,2021,4,11,November,11,315,4,45,Thursday,Q4,Nov,2021-11
20211112,2021-11-12,2021,4,11,November,12,316,5,45,Friday,Q4,Nov,2021-11
20211113,2021-11-13,2021,4,11,November,13,317,6,45,Saturday,Q4,Nov,2021-11
20211114,2021-11-14,2021,4,11,November,14,318,7,45,Sunday,Q4,Nov,2021-11
20211115,2021-11-15,2021,4,11,November,15,319,1,46,Monday,Q4,Nov,2021-11
20211116,2021-11-16,2021,4,11,November,16,320,2,46,Tuesday,Q4,Nov,2021-11
20211117,2021-11-17,2021,4,11,November,17,321,3,46,Wednesday,Q4,Nov,2021-11
20211118,2021-11-18,2021,4,11,November,18,322,4,46,Thursday,Q4,Nov,2021-11
20211119,2021-11-19,2021,4,11,November,19,323,5,46,Friday,Q4,Nov,2021-11
20211120,2021-11-20,2021,4,11,November,20,324,6,46,Saturday,Q4,Nov,2021-11
20211121,2021-11-21,2021,4,11,November,21,325,7,46,Sunday,Q4,Nov,2021-11
20211122,2021-11-22,2021,4,11,November,22,326,1,47,Monday,Q4,Nov,2021-11
20211123,2021-11-23,2021,4,11,November,23,327,2,47,Tuesday,Q4,Nov,2021-11
20211124,2021-11-24,2021,4,11,November,24,328,3,47,Wednesday,Q4,Nov,2021-11
20211125,2021-11-25,2021,4,11,November,25,329,4,47,Thursday,Q4,Nov,2021-11
20211126,2021-11-26,2021,4,11,November,26,330,5,47,Friday,Q4,Nov,2021-11
20211127,2021-11-27,2021,4,11,November,27,331,6,47,Saturday,Q4,Nov,2021-11
20211128,2021-11-28,2021,4,11,November,28,332,7,47,Sunday,Q4,Nov,2021-11
20211129,2021-11-29,2021,4,11,November,29,333,1,48,Monday,Q4,Nov,2021-11
20211130,2021-11-30,2021,4,11,November,30,334,2,48,Tuesday,Q4,Nov,2021-11
20211201,2021-12-01,2021,4,12,December,1,335,3,48,Wednesday,Q4,Dec,2021-12
20211202,2021-12-02,2021,4,12,December,2,336,4,48,Thursday,Q4,Dec,2021-12
20211203,2021-12-03,2021,4,12,December,3,337,5,48,Friday,Q4,Dec,2021-12
20211204,2021-12-04,2021,4,12,December,4,338,6,48,Saturday,Q4,Dec,2021-12
20211205,2021-12-05,2021,4,12,December,5,339,7,48,Sunday,Q4,Dec,2021-12
20211206,2021-12-06,2021,4,12,December,6,340,1,49,Monday,Q4,Dec,2021-12
20211207,2021-12-07,2021,4,12,December,7,341,2,49,Tuesday,Q4,Dec,2021-12
20211208,2021-12-08,2021,4,12,December,8,342,3,49,Wednesday,Q4,Dec,2021-12
20211209,2021-12-09,2021,4,12,December,9,343,4,49,Thursday,Q4,Dec,2021-12
20211210,2021-12-10,2021,4,12,December,10,344,5,49,Friday,Q4,Dec,2021-12
20211211,2021-12-11,2021,4,12,December,11,345,6,49,Saturday,Q4,Dec,2021-12
20211212,2021-12-12,2021,4,12,December,12,346,7,49,Sunday,Q4,Dec,2021-12
20211213,2021-12-13,2021,4,12,December,13,347,1,50,Monday,Q4,Dec,2021-12
20211214,2021-12-14,2021,4,12,December,14,348,2,50,Tuesday,Q4,Dec,2021-12
20211215,2021-12-15,2021,4,12,December,15,349,3,50,Wednesday,Q4,Dec,2021-12
20211216,2021-12-16,2021,4,12,December,16,350,4,50,Thursday,Q4,Dec,2021-12
20211217,2021-12-17,2021,4,12,December,17,351,5,50,Friday,Q4,Dec,2021-12
20211218,2021-12-18,2021,4,12,December,18,352,6,50,Saturday,Q4,Dec,2021-12
20211219,2021-12-19,2021,4,12,December,19,353,7,50,Sunday,Q4,Dec,2021-12
20211220,2021-12-20,2021,4,12,December,20,354,1,51,Monday,Q4,Dec,2021-12
20211221,2021-12-21,2021,4,12,December,21,355,2,51,Tuesday,Q4,Dec,2021-12
20211222,2021-12-22,2021,4,12,December,22,356,3,51,Wednesday,Q4,Dec,2021-12
20211223,2021-12-23,2021,4,12,December,23,357,4,51,Thursday,Q4,Dec,2021-12
20211224,2021-12-24,2021,4,12,December,24,358,5,51,Friday,Q4,Dec,2021-12
20211225,2021-12-25,2021,4,12,December,25,359,6,51,Saturday,Q4,Dec,2021-12
20211226,2021-12-26,2021,4,12,December,26,360,7,51,Sunday,Q4,Dec,2021-12
20211227,2021-12-27,2021,4,12,December,27,361,1,52,Monday,Q4,Dec,2021-12
20211228,2021-12-28,2021,4,12,December,28,362,2,52,Tuesday,Q4,Dec,2021-12
20211229,2021-12-29,2021,4,12,December,29,363,3,52,Wednesday,Q4,Dec,2021-12
20211230,2021-12-30,2021,4,12,December,30,364,4,52,Thursday,Q4,Dec,2021-12
20211231,2021-12-31,2021,4,12,December,31,365,5,52,Friday,Q4,Dec,2021-12
20220101,2022-01-01,2022,1,1,January,1,1,6,52,Saturday,Q1,Jan,2022-01
20220102,2022-01-02,2022,1,1,January,2,2,7,52,Sunday,Q1,Jan,2022-01
20220103,2022-01-03,2022,1,1,January,3,3,1,1,Monday,Q1,Jan,2022-01
20220104,2022-01-04,2022,1,1,January,4,4,2,1,Tuesday,Q1,Jan,2022-01
20220105,2022-01-05,2022,1,1,January,5,5,3,1,Wednesday,Q1,Jan,2022-01
20220106,2022-01-06,2022,1,1,January,6,6,4,1,Thursday,Q1,Jan,2022-01
20220107,2022-01-07,2022,1,1,January,7,7,5,1,Friday,Q1,Jan,2022-01
20220108,2022-01-08,2022,1,1,January,8,8,6,1,Saturday,Q1,Jan,2022-01
20220109,2022-01-09,2022,1,1,January,9,9,7,1,Sunday,Q1,Jan,2022-01
20220110,2022-01-10,2022,1,1,January,10,10,1,2,Monday,Q1,Jan,2022-01
20220111,2022-01-11,2022,1,1,January,11,11,2,2,Tuesday,Q1,Jan,2022-01
20220112,2022-01-12,2022,1,1,January,12,12,3,2,Wednesday,Q1,Jan,2022-01
20220113,2022-01-13,2022,1,1,January,13,13,4,2,Thursday,Q1,Jan,2022-01
20220114,2022-01-14,2022,1,1,January,14,14,5,2,Friday,Q1,Jan,2022-01
20220115,2022-01-15,2022,1,1,January,15,15,6,2,Saturday,Q1,Jan,2022-01
20220116,2022-01-16,2022,1,1,January,16,16,7,2,Sunday,Q1,Jan,2022-01
20220117,2022-01-17,2022,1,1,January,17,17,1,3,Monday,Q1,Jan,2022-01
20220118,2022-01-18,2022,1,1,January,18,18,2,3,Tuesday,Q1,Jan,2022-01
20220119,2022-01-19,2022,1,1,January,19,19,3,3,Wednesday,Q1,Jan,2022-01
20220120,2022-01-20,2022,1,1,January,20,20,4,3,Thursday,Q1,Jan,2022-01
20220121,2022-01-21,2022,1,1,January,21,21,5,3,Friday,Q1,Jan,2022-01
20220122,2022-01-22,2022,1,1,January,22,22,6,3,Saturday,Q1,Jan,2022-01
20220123,2022-01-23,2022,1,1,January,23,23,7,3,Sunday,Q1,Jan,2022-01
20220124,2022-01-24,2022,1,1,January,24,24,1,4,Monday,Q1,Jan,2022-01
20220125,2022-01-25,2022,1,1,January,25,25,2,4,Tuesday,Q1,Jan,2022-01
20220126,2022-01-26,2022,1,1,January,26,26,3,4,Wednesday,Q1,Jan,2022-01
20220127,2022-01-27,2022,1,1,January,27,27,4,4,Thursday,Q1,Jan,2022-01
20220128,2022-01-28,2022,1,1,January,28,28,5,4,Friday,Q1,Jan,2022-01
20220129,2022-01-29,2022,1,1,January,29,29,6,4,Saturday,Q1,Jan,2022-01
20220130,2022-01-30,2022,1,1,January,30,30,7,4,Sunday,Q1,Jan,2022-01
20220131,2022-01-31,2022,1,1,January,31,31,1,5,Monday,Q1,Jan,2022-01
20220201,2022-02-01,2022,1,2,February,1,32,2,5,Tuesday,Q1,Feb,2022-02
20220202,2022-02-02,2022,1,2,February,2,33,3,5,Wednesday,Q1,Feb,2022-02
20220203,2022-02-03,2022,1,2,February,3,34,4,5,Thursday,Q1,Feb,2022-02
20220204,2022-02-04,2022,1,2,February,4,35,5,5,Friday,Q1,Feb,2022-02
20220205,2022-02-05,2022,1,2,February,5,36,6,5,Saturday,Q1,Feb,2022-02
20220206,2022-02-06,2022,1,2,February,6,37,7,5,Sunday,Q1,Feb,2022-02
20220207,2022-02-07,2022,1,2,February,7,38,1,6,Monday,Q1,Feb,2022-02
20220208,2022-02-08,2022,1,2,February,8,39,2,6,Tuesday,Q1,Feb,2022-02
20220209,2022-02-09,2022,1,2,February,9,40,3,6,Wednesday,Q1,Feb,2022-02
20220210,2022-02-10,2022,1,2,February,10,41,4,6,Thursday,Q1,Feb,2022-02
20220211,2022-02-11,2022,1,2,February,11,42,5,6,Friday,Q1,Feb,2022-02
20220212,2022-02-12,2022,1,2,February,12,43,6,6,Saturday,Q1,Feb,2022-02
20220213,2022-02-13,2022,1,2,February,13,44,7,6,Sunday,Q1,Feb,2022-02
20220214,2022-02-14,2022,1,2,February,14,45,1,7,Monday,Q1,Feb,2022-02
20220215,2022-02-15,2022,1,2,February,15,46,2,7,Tuesday,Q1,Feb,2022-02
20220216,2022-02-16,2022,1,2,February,16,47,3,7,Wednesday,Q1,Feb,2022-02
20220217,2022-02-17,2022,1,2,February,17,48,4,7,Thursday,Q1,Feb,2022-02
20220218,2022-02-18,2022,1,2,February,18,49,5,7,Friday,Q1,Feb,2022-02
20220219,2022-02-19,2022,1,2,February,19,50,6,7,Saturday,Q1,Feb,2022-02
20220220,2022-02-20,2022,1,2,February,20,51,7,7,Sunday,Q1,Feb,2022-02
20220221,2022-02-21,2022,1,2,February,21,52,1,8,Monday,Q1,Feb,2022-02
20220222,2022-02-22,2022,1,2,February,22,53,2,8,Tuesday,Q1,Feb,2022-02
20220223,2022-02-23,2022,1,2,February,23,54,3,8,Wednesday,Q1,Feb,2022-02
20220224,2022-02-24,2022,1,2,February,24,55,4,8,Thursday,Q1,Feb,2022-02
20220225,2022-02-25,2022,1,2,February,25,56,5,8,Friday,Q1,Feb,2022-02
20220226,2022-02-26,2022,1,2,February,26,57,6,8,Saturday,Q1,Feb,2022-02
20220227,2022-02-27,2022,1,2,February,27,58,7,8,Sunday,Q1,Feb,2022-02
20220228,2022-02-28,2022,1,2,February,28,59,1,9,Monday,Q1,Feb,2022-02
20220301,2022-03-01,2022,1,3,March,1,60,2,9,Tuesday,Q1,Mar,2022-03
20220302,2022-03-02,2022,1,3,March,2,61,3,9,Wednesday,Q1,Mar,2022-03
20220303,2022-03-03,2022,1,3,March,3,62,4,9,Thursday,Q1,Mar,2022-03
20220304,2022-03-04,2022,1,3,March,4,63,5,9,Friday,Q1,Mar,2022-03
20220305,2022-03-05,2022,1,3,March,5,64,6,9,Saturday,Q1,Mar,2022-03
20220306,2022-03-06,2022,1,3,March,6,65,7,9,Sunday,Q1,Mar,2022-03
20220307,2022-03-07,2022,1,3,March,7,66,1,10,Monday,Q1,Mar,2022-03
20220308,2022-03-08,2022,1,3,March,8,67,2,10,Tuesday,Q1,Mar,2022-03
20220309,2022-03-09,2022,1,3,March,9,68,3,10,Wednesday,Q1,Mar,2022-03
20220310,2022-03-10,2022,1,3,March,10,69,4,10,Thursday,Q1,Mar,2022-03
20220311,2022-03-11,2022,1,3,March,11,70,5,10,Friday,Q1,Mar,2022-03
20220312,2022-03-12,2022,1,3,March,12,71,6,10,Saturday,Q1,Mar,2022-03
20220313,2022-03-13,2022,1,3,March,13,72,7,10,Sunday,Q1,Mar,2022-03
20220314,2022-03-14,2022,1,3,March,14,73,1,11,Monday,Q1,Mar,2022-03
20220315,2022-03-15,2022,1,3,March,15,74,2,11,Tuesday,Q1,Mar,2022-03
20220316,2022-03-16,2022,1,3,March,16,75,3,11,Wednesday,Q1,Mar,2022-03
20220317,2022-03-17,2022,1,3,March,17,76,4,11,Thursday,Q1,Mar,2022-03
20220318,2022-03-18,2022,1,3,March,18,77,5,11,Friday,Q1,Mar,2022-03
20220319,2022-03-19,2022,1,3,March,19,78,6,11,Saturday,Q1,Mar,2022-03
20220320,2022-03-20,2022,1,3,March,20,79,7,11,Sunday,Q1,Mar,2022-03
20220321,2022-03-21,2022,1,3,March,21,80,1,12,Monday,Q1,Mar,2022-03
20220322,2022-03-22,2022,1,3,March,22,81,2,12,Tuesday,Q1,Mar,2022-03
20220323,2022-03-23,2022,1,3,March,23,82,3,12,Wednesday,Q1,Mar,2022-03
20220324,2022-03-24,2022,1,3,March,24,83,4,12,Thursday,Q1,Mar,2022-03
20220325,2022-03-25,2022,1,3,March,25,84,5,12,Friday,Q1,Mar,2022-03
20220326,2022-03-26,2022,1,3,March,26,85,6,12,Saturday,Q1,Mar,2022-03
20220327,2022-03-27,2022,1,3,March,27,86,7,12,Sunday,Q1,Mar,2022-03
20220328,2022-03-28,2022,1,3,March,28,87,1,13,Monday,Q1,Mar,2022-03
20220329,2022-03-29,2022,1,3,March,29,88,2,13,Tuesday,Q1,Mar,2022-03
20220330,2022-03-30,2022,1,3,March,30,89,3,13,Wednesday,Q1,Mar,2022-03
20220331,2022-03-31,2022,1,3,March,31,90,4,13,Thursday,Q1,Mar,2022-03
20220401,2022-04-01,2022,2,4,April,1,91,5,13,Friday,Q2,Apr,2022-04
20220402,2022-04-02,2022,2,4,April,2,92,6,13,Saturday,Q2,Apr,2022-04
20220403,2022-04-03,2022,2,4,April,3,93,7,13,Sunday,Q2,Apr,2022-04
20220404,2022-04-04,2022,2,4,April,4,94,1,14,Monday,Q2,Apr,2022-04
20220405,2022-04-05,2022,2,4,April,5,95,2,14,Tuesday,Q2,Apr,2022-04
20220406,2022-04-06,2022,2,4,April,6,96,3,14,Wednesday,Q2,Apr,2022-04
20220407,2022-04-07,2022,2,4,April,7,97,4,14,Thursday,Q2,Apr,2022-04
20220408,2022-04-08,2022,2,4,April,8,98,5,14,Friday,Q2,Apr,2022-04
20220409,2022-04-09,2022,2,4,April,9,99,6,14,Saturday,Q2,Apr,2022-04
20220410,2022-04-10,2022,2,4,April,10,100,7,14,Sunday,Q2,Apr,2022-04
20220411,2022-04-11,2022,2,4,April,11,101,1,15,Monday,Q2,Apr,2022-04
20220412,2022-04-12,2022,2,4,April,12,102,2,15,Tuesday,Q2,Apr,2022-04
20220413,2022-04-13,2022,2,4,April,13,103,3,15,Wednesday,Q2,Apr,2022-04
20220414,2022-04-14,2022,2,4,April,14,104,4,15,Thursday,Q2,Apr,2022-04
20220415,2022-04-15,2022,2,4,April,15,105,5,15,Friday,Q2,Apr,2022-04
20220416,2022-04-16,2022,2,4,April,16,106,6,15,Saturday,Q2,Apr,2022-04
20220417,2022-04-17,2022,2,4,April,17,107,7,15,Sunday,Q2,Apr,2022-04
20220418,2022-04-18,2022,2,4,April,18,108,1,16,Monday,Q2,Apr,2022-04
20220419,2022-04-19,2022,2,4,April,19,109,2,16,Tuesday,Q2,Apr,2022-04
20220420,2022-04-20,2022,2,4,April,20,110,3,16,Wednesday,Q2,Apr,2022-04
20220421,2022-04-21,2022,2,4,April,21,111,4,16,Thursday,Q2,Apr,2022-04
20220422,2022-04-22,2022,2,4,April,22,112,5,16,Friday,Q2,Apr,2022-04
20220423,2022-04-23,2022,2,4,April,23,113,6,16,Saturday,Q2,Apr,2022-04
20220424,2022-04-24,2022,2,4,April,24,114,7,16,Sunday,Q2,Apr,2022-04
20220425,2022-04-25,2022,2,4,April,25,115,1,17,Monday,Q2,Apr,2022-04
20220426,2022-04-26,2022,2,4,April,26,116,2,17,Tuesday,Q2,Apr,2022-04
20220427,2022-04-27,2022,2,4,April,27,117,3,17,Wednesday,Q2,Apr,2022-04
20220428,2022-04-28,2022,2,4,April,28,118,4,17,Thursday,Q2,Apr,2022-04
20220429,2022-04-29,2022,2,4,April,29,119,5,17,Friday,Q2,Apr,2022-04
20220430,2022-04-30,2022,2,4,April,30,120,6,17,Saturday,Q2,Apr,2022-04
20220501,2022-05-01,2022,2,5,May,1,121,7,17,Sunday,Q2,May,2022-05
20220502,2022-05-02,2022,2,5,May,2,122,1,18,Monday,Q2,May,2022-05
20220503,2022-05-03,2022,2,5,May,3,123,2,18,Tuesday,Q2,May,2022-05
20220504,2022-05-04,2022,2,5,May,4,124,3,18,Wednesday,Q2,May,2022-05
20220505,2022-05-05,2022,2,5,May,5,125,4,18,Thursday,Q2,May,2022-05
20220506,2022-05-06,2022,2,5,May,6,126,5,18,Friday,Q2,May,2022-05
20220507,2022-05-07,2022,2,5,May,7,127,6,18,Saturday,Q2,May,2022-05
20220508,2022-05-08,2022,2,5,May,8,128,7,18,Sunday,Q2,May,2022-05
20220509,2022-05-09,2022,2,5,May,9,129,1,19,Monday,Q2,May,2022-05
20220510,2022-05-10,2022,2,5,May,10,130,2,19,Tuesday,Q2,May,2022-05
20220511,2022-05-11,2022,2,5,May,11,131,3,19,Wednesday,Q2,May,2022-05
20220512,2022-05-12,2022,2,5,May,12,132,4,19,Thursday,Q2,May,2022-05
20220513,2022-05-13,2022,2,5,May,13,133,5,19,Friday,Q2,May,2022-05
20220514,2022-05-14,2022,2,5,May,14,134,6,19,Saturday,Q2,May,2022-05
20220515,2022-05-15,2022,2,5,May,15,135,7,19,Sunday,Q2,May,2022-05
20220516,2022-05-16,2022,2,5,May,16,136,1,20,Monday,Q2,May,2022-05
20220517,2022-05-17,2022,2,5,May,17,137,2,20,Tuesday,Q2,May,2022-05
20220518,2022-05-18,2022,2,5,May,18,138,3,20,Wednesday,Q2,May,2022-05
20220519,2022-05-19,2022,2,5,May,19,139,4,20,Thursday,Q2,May,2022-05
20220520,2022-05-20,2022,2,5,May,20,140,5,20,Friday,Q2,May,2022-05
20220521,2022-05-21,2022,2,5,May,21,141,6,20,Saturday,Q2,May,2022-05
20220522,2022-05-22,2022,2,5,May,22,142,7,20,Sunday,Q2,May,2022-05
20220523,2022-05-23,2022,2,5,May,23,143,1,21,Monday,Q2,May,2022-05
20220524,2022-05-24,2022,2,5,May,24,144,2,21,Tuesday,Q2,May,2022-05
20220525,2022-05-25,2022,2,5,May,25,145,3,21,Wednesday,Q2,May,2022-05
20220526,2022-05-26,2022,2,5,May,26,146,4,21,Thursday,Q2,May,2022-05
20220527,2022-05-27,2022,2,5,May,27,147,5,21,Friday,Q2,May,2022-05
20220528,2022-05-28,2022,2,5,May,28,148,6,21,Saturday,Q2,May,2022-05
20220529,2022-05-29,2022,2,5,May,29,149,7,21,Sunday,Q2,May,2022-05
20220530,2022-05-30,2022,2,5,May,30,150,1,22,Monday,Q2,May,2022-05
20220531,2022-05-31,2022,2,5,May,31,151,2,22,Tuesday,Q2,May,2022-05
20220601,2022-06-01,2022,2,6,June,1,152,3,22,Wednesday,Q2,Jun,2022-06
20220602,2022-06-02,2022,2,6,June,2,153,4,22,Thursday,Q2,Jun,2022-06
20220603,2022-06-03,2022,2,6,June,3,154,5,22,Friday,Q2,Jun,2022-06
20220604,2022-06-04,2022,2,6,June,4,155,6,22,Saturday,Q2,Jun,2022-06
20220605,2022-06-05,2022,2,6,June,5,156,7,22,Sunday,Q2,Jun,2022-06
20220606,2022-06-06,2022,2,6,June,6,157,1,23,Monday,Q2,Jun,2022-06
20220607,2022-06-07,2022,2,6,June,7,158,2,23,Tuesday,Q2,Jun,2022-06
20220608,2022-06-08,2022,2,6,June,8,159,3,23,Wednesday,Q2,Jun,2022-06
20220609,2022-06-09,2022,2,6,June,9,160,4,23,Thursday,Q2,Jun,2022-06
20220610,2022-06-10,2022,2,6,June,10,161,5,23,Friday,Q2,Jun,2022-06
20220611,2022-06-11,2022,2,6,June,11,162,6,23,Saturday,Q2,Jun,2022-06
20220612,2022-06-12,2022,2,6,June,12,163,7,23,Sunday,Q2,Jun,2022-06
20220613,2022-06-13,2022,2,6,June,13,164,1,24,Monday,Q2,Jun,2022-06
20220614,2022-06-14,2022,2,6,June,14,165,2,24,Tuesday,Q2,Jun,2022-06
20220615,2022-06-15,2022,2,6,June,15,166,3,24,Wednesday,Q2,Jun,2022-06
20220616,2022-06-16,2022,2,6,June,16,167,4,24,Thursday,Q2,Jun,2022-06
20220617,2022-06-17,2022,2,6,June,17,168,5,24,Friday,Q2,Jun,2022-06
20220618,2022-06-18,2022,2,6,June,18,169,6,24,Saturday,Q2,Jun,2022-06
20220619,2022-06-19,2022,2,6,June,19,170,7,24,Sunday,Q2,Jun,2022-06
20220620,2022-06-20,2022,2,6,June,20,171,1,25,Monday,Q2,Jun,2022-06
20220621,2022-06-21,2022,2,6,June,21,172,2,25,Tuesday,Q2,Jun,2022-06
20220622,2022-06-22,2022,2,6,June,22,173,3,25,Wednesday,Q2,Jun,2022-06
20220623,2022-06-23,2022,2,6,June,23,174,4,25,Thursday,Q2,Jun,2022-06
20220624,2022-06-24,2022,2,6,June,24,175,5,25,Friday,Q2,Jun,2022-06
20220625,2022-06-25,2022,2,6,June,25,176,6,25,Saturday,Q2,Jun,2022-06
20220626,2022-06-26,2022,2,6,June,26,177,7,25,Sunday,Q2,Jun,2022-06
20220627,2022-06-27,2022,2,6,June,27,178,1,26,Monday,Q2,Jun,2022-06
20220628,2022-06-28,2022,2,6,June,28,179,2,26,Tuesday,Q2,Jun,2022-06
20220629,2022-06-29,2022,2,6,June,29,180,3,26,Wednesday,Q2,Jun,2022-06
